Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Energy.csv_Open,S&P 500 Energy.csv_High,S&P 500 Energy.csv_Low,S&P 500 Energy.csv_Close,S&P 500 Energy.csv_Volume,S&P 500 Energy.csv_Dividends,S&P 500 Energy.csv_Stock Splits,S&P 500 Energy.csv_Capital Gains
2018-07-17,2018.7.17,7476.24,6677.56,6740.54,112707.21,799401451.4,7326.7,direct,1517800491.0,1686382070.0,3204182561.0,2600167434.0,3356393581.0,5956561015.0,5268092190.0,9826535311.0,15094627502.0,10369437920.0,56.93232162154943,57.212703840894,56.57616792424272,56.89443588256836,9753200,0.0,0.0,0.0
2018-07-18,2018.7.18,7590.65,7253.71,7326.76,105818.71,788460811.9,7383.39,direct,1701970849.0,1710846275.0,3412817124.0,2838095228.0,3237972764.0,6076067991.0,5742101092.0,9988733309.0,15730834401.0,10708799304.0,56.621634947845,57.015680178262535,56.06087627252348,56.93232345581055,15351500,0.0,0.0,0.0
2018-07-19,2018.7.19,7563.7,7289.9,7383.39,70179.39,522544440.5,7477.5,direct,1440605205.0,1225912795.0,2666518000.0,2417809321.0,2527397542.0,4945206864.0,4872394034.0,7722677504.0,12595071613.0,8832749542.0,56.78077722289228,57.18998143428741,56.720153091996266,56.94749069213867,16231800,0.0,0.0,0.0
2018-07-20,2018.7.20,7676.55,7279.34,7477.1,80874.93,603034414.8,7333.93,direct,1303360444.0,1346273542.0,2649633986.0,2213006484.0,2464655477.0,4677661961.0,4510147445.0,7750874555.0,12261022074.0,8271082751.0,56.947471788873415,57.07629368818954,56.56857976869652,56.75044631958008,10861200,0.0,0.0,0.0
2018-07-23,2018.7.23,7798.59,7376.66,7398.64,96722.04,745533303.0,7718.0,direct,1317697304.0,1631826233.0,2949523538.0,2061213690.0,3065993174.0,5127206864.0,4207058414.0,8798646498.0,13005704912.0,8744596109.0,56.909585583464896,56.947477101590906,56.40187161660646,56.50038146972656,7623800,0.0,0.0,0.0
2018-07-24,2018.7.24,8485.71,7692.16,7718.0,143800.43,1166560702.0,8395.82,direct,1731444603.0,2396252833.0,4127697437.0,2686694640.0,3806843619.0,6493538259.0,5453493127.0,11516707494.0,16970200621.0,10932248940.0,56.75046247550339,57.54613825696404,56.67468520618215,57.21271133422852,10168500,0.0,0.0,0.0
2018-07-25,2018.7.25,8481.11,8061.07,8395.81,89988.19,736530740.4,8170.23,direct,1435033740.0,1722420355.0,3157454095.0,2373345765.0,2913461288.0,5286807053.0,4814036531.0,9820746939.0,14634783469.0,8984711405.0,57.288488338788966,57.834093925676434,57.00811186545265,57.69011306762695,11035300,0.0,0.0,0.0
2018-07-26,2018.7.26,8302.24,7862.67,8170.37,78993.93,643953970.5,7937.25,direct,1178042676.0,1438009362.0,2616052038.0,1991150520.0,2519157027.0,4510307547.0,3996332590.0,7570674776.0,11567007366.0,7733774628.0,57.81135112189949,58.42515440812036,57.69768234778309,58.31906509399414,12187400,0.0,0.0,0.0
2018-07-27,2018.7.27,8278.01,7806.25,7937.1,80336.48,646256012.1,8182.89,direct,1159479099.0,1561618800.0,2721097899.0,1826294622.0,2600479318.0,4426773941.0,3702881778.0,7724491130.0,11427372908.0,7523170024.0,57.66737554953696,58.3721150756224,57.59159828702514,58.06900024414063,12640900,0.0,0.0,0.0
2018-07-30,2018.7.30,8273.61,7867.44,8216.7,83918.76,681120740.0,8176.06,direct,1261031344.0,1545184667.0,2806215929.0,2015425117.0,2625584280.0,4641009397.0,4104208052.0,7091672351.0,11195880403.0,7999566908.0,58.53123924402128,58.77372991224741,58.33421955082313,58.5463981628418,11395000,0.0,0.0,0.0
2018-07-31,2018.7.31,8176.27,7663.7,8176.08,97152.13,765186307.2,7735.3,direct,1280720084.0,1794616287.0,3075336448.0,1895215410.0,3007850056.0,4903065466.0,3845663570.0,8502672392.0,12348335962.0,8179102859.0,58.652505367441634,58.81163937501749,58.30392528683234,58.44032669067383,11290500,0.0,0.0,0.0
2018-08-01,2018.8.1,7760.74,7449.31,7736.25,78466.58,595404848.9,7610.9,direct,1131005541.0,1494685624.0,2625691241.0,1791944241.0,2524474110.0,4316418351.0,3590785707.0,7367644600.0,10958430231.0,7480698127.0,57.932598949200575,57.95533733128059,57.31879560603481,57.62948989868164,11172500,0.0,0.0,0.0
2018-08-02,2018.8.2,7713.32,7470.86,7610.9,55711.79,424093581.8,7542.34,direct,1021209228.0,1081561676.0,2102770904.0,1770413996.0,2168997024.0,3939411020.0,3537955643.0,6309859420.0,9847815063.0,6748526892.0,57.20512893383256,57.42488705057816,56.83381628623092,57.31121826171875,9689700,0.0,0.0,0.0
2018-08-03,2018.8.3,7542.49,7296.76,7542.34,79126.57,586982505.8,7417.6,direct,1140762569.0,1374433140.0,2515195709.0,1878934602.0,2339686392.0,4218620994.0,3754764494.0,6683199594.0,10437964088.0,7426816145.0,57.20512827255647,57.31121759921629,56.727726302587286,57.01568222045898,7663300,0.0,0.0,0.0
2018-08-06,2018.8.6,7160.4,6854.79,7042.57,58545.04,410408444.8,6945.78,direct,961460428.1,981854349.5,1943314847.0,1649976499.0,1816409890.0,3466386388.0,3299371566.0,5956395036.0,9255766602.0,6174177051.0,57.18239429571976,57.50066226804277,56.84139372272147,57.22785949707031,8200100,0.0,0.0,0.0
2018-08-07,2018.8.7,7150.86,6685.02,6945.77,82683.83,575690006.3,6723.21,direct,1455519700.0,1300556298.0,2756075999.0,2166417403.0,2504098895.0,4670516299.0,4330546831.0,7247835254.0,11578382085.0,8157462103.0,57.8113556633779,57.97048964706831,57.47034931424035,57.6522216796875,11798300,0.0,0.0,0.0
2018-08-08,2018.8.8,6723.99,6133.03,6723.29,130417.52,838853615.9,6285.02,direct,1314814620.0,1850642994.0,3165457614.0,1966905682.0,2857865152.0,4824770835.0,3935137252.0,8829740253.0,12764877506.0,8515857492.0,57.25060203774205,57.44762177886192,56.89444251746653,57.235443115234375,9398800,0.0,0.0,0.0
2018-08-09,2018.8.9,6631.23,6195.02,6285.06,89588.13,575748446.4,6543.24,direct,1130978946.0,1577978424.0,2708957370.0,1914515578.0,2636728376.0,4551243954.0,3812328686.0,7861670406.0,11673999091.0,7591357318.0,57.28090604248468,57.38700115151525,56.61405801453456,56.70499420166016,15232500,0.0,0.0,0.0
2018-08-10,2018.8.10,6582.14,6025.91,6543.25,100856.92,639457020.0,6153.41,direct,970963116.6,1818402988.0,2789366105.0,1729742504.0,2884948746.0,4614691249.0,3419023321.0,8432880370.0,11851903691.0,7625281305.0,56.57618677066882,57.0535888671875,56.46251795299212,57.0535888671875,16977700,0.0,0.0,0.0
2018-08-13,2018.8.13,6545.02,6157.03,6322.41,71073.56,452431672.7,6263.2,direct,764908018.5,1258853345.0,2023761363.0,1493523236.0,2109800696.0,3603323931.0,2972051556.0,6331682017.0,9303733573.0,6170113879.0,56.947478334308,57.14450382624708,56.295783522184514,56.32609558105469,9817000,0.0,0.0,0.0
2018-08-14,2018.8.14,6266.5,5891.87,6263.2,125196.64,759847789.7,6199.6,direct,842835682.0,1838185058.0,2681020740.0,1509216675.0,2720466191.0,4229682866.0,3004006571.0,8295324253.0,11299330824.0,7059350733.0,56.758040731658106,56.841397460571976,56.22758829480302,56.46250534057617,10437900,0.0,0.0,0.0
2018-08-15,2018.8.15,6620.07,6193.63,6199.63,132926.33,852103141.8,6274.22,direct,794378806.0,1727877021.0,2522255827.0,1457746377.0,2761331279.0,4219077656.0,2911405413.0,8850067517.0,11761472930.0,6953811386.0,55.92447544832165,56.01540585086329,54.33312402662834,54.49226379394531,26400400,0.0,0.0,0.0
2018-08-16,2018.8.16,6478.07,6217.33,6274.22,71357.92,454679037.4,6323.81,direct,996008991.6,1091631828.0,2087640820.0,1628684428.0,1981777774.0,3610462203.0,3264793009.0,6659051736.0,9923844683.0,5875287578.0,54.75749245494365,55.197002933526846,54.727180390656,54.88631439208984,25013300,0.0,0.0,0.0
2018-08-17,2018.8.17,6594.72,6300.45,6323.81,73383.05,477089455.6,6591.16,direct,1267969000.0,1179442867.0,2447411867.0,1971193109.0,2165701141.0,4136894249.0,3963172693.0,7035453684.0,10998626311.0,7230199986.0,55.030307429416496,55.16670885817682,54.82570239555783,55.022727966308594,11532700,0.0,0.0,0.0
2018-08-20,2018.8.20,6537.54,6248.39,6502.24,61983.28,397981291.8,6269.9,direct,674188490.5,1015542600.0,1689731090.0,1273034790.0,1626910141.0,2899944931.0,2533503447.0,5336787525.0,7870290909.0,5117498211.0,55.03786439603128,55.59104940617759,55.01513179504787,55.39402389526367,8345700,0.0,0.0,0.0
2018-08-21,2018.8.21,6506.69,6259.81,6270.09,61753.86,396746063.4,6491.11,direct,585301830.8,970237376.4,1555539207.0,1195085208.0,1614992842.0,2810078049.0,2353560685.0,5465428029.0,7818988713.0,4774035236.0,55.856282208575216,56.12150556749392,55.6137914545016,55.674415588378906,9509100,0.0,0.0,0.0
2018-08-22,2018.8.22,6890.79,6264.34,6491.09,116096.61,764005011.2,6366.13,direct,677640097.7,1600752884.0,2278392982.0,1308298411.0,2439524889.0,3747823300.0,2599059725.0,7752057000.0,10351116725.0,6253353116.0,56.022998584908976,56.51555958063716,55.98510705391607,56.34126663208008,9345400,0.0,0.0,0.0
2018-08-23,2018.8.23,6575.28,6356.96,6366.14,52740.3,340811486.8,6538.95,direct,576667973.4,866296378.0,1442964351.0,1161936955.0,1574559151.0,2736496040.0,2300482320.0,5121178915.0,7421661300.0,4652074642.0,56.07602691650391,56.17453677436523,55.86384828022769,56.07602691650391,6468900,0.0,0.0,0.0
2018-08-24,2018.8.24,6736.83,6481.76,6539.13,58037.12,382456859.0,6708.96,direct,775753153.6,984948858.2,1760702012.0,1434315469.0,1846395155.0,3280710624.0,2889337203.0,5885992071.0,8775329341.0,5469631464.0,56.42460537451355,56.81865635796015,56.37156071690736,56.4852294921875,7753300,0.0,0.0,0.0
2018-08-27,2018.8.27,6944.21,6674.84,6720.6,59984.28,405769271.5,6915.73,direct,939950543.9,1014724523.0,1954675067.0,1703241255.0,1734057955.0,3437299279.0,3410117763.0,5540025256.0,8950143019.0,5926986906.0,56.67468768283444,56.9778025548004,56.59133094850792,56.90201950073242,6984900,0.0,0.0,0.0
2018-08-28,2018.8.28,7136.71,6877.2,6915.92,69448.01,487789642.0,7091.38,direct,998381207.4,1311805879.0,2310187086.0,1791382647.0,2098962887.0,3890345534.0,3586700160.0,7084569722.0,10671269811.0,6720753988.0,57.00810115924424,57.243012383368246,56.62162964420637,56.659515380859375,8393500,0.0,0.0,0.0
2018-08-29,2018.8.29,7137.47,6944.76,7091.38,50361.95,356139022.3,7052.0,direct,913463472.1,1053425926.0,1966889399.0,1660930621.0,1920737585.0,3581668206.0,3325226951.0,6310798764.0,9636025715.0,6474306436.0,56.84139659110908,57.24302130713167,56.66710367474568,57.00811004638672,7760400,0.0,0.0,0.0
2018-08-30,2018.8.30,7072.64,6818.69,7051.61,61266.88,425475685.6,6998.76,direct,841747934.0,1160801316.0,2002549180.0,1633950596.0,2137768093.0,3771718689.0,3257773356.0,7402435599.0,10660208956.0,6504830212.0,56.98536989399419,57.09903868101231,56.55343312847307,56.848968505859375,9250200,0.0,0.0,0.0
2018-08-31,2018.8.31,7096.73,6903.08,6998.76,49774.38,349131152.8,7026.96,direct,892038280.4,1062091766.0,1954130047.0,1675125584.0,1950417704.0,3625543288.0,3331611524.0,6978728071.0,10310339595.0,6199457250.0,56.6746853089203,56.689838450238,56.17454492391039,56.409461975097656,8909600,0.0,0.0,0.0
2018-09-04,2018.9.4,7417.65,7246.76,7270.05,46681.9,343762001.6,7369.86,direct,957547190.4,981029701.6,1938576892.0,1589039614.0,1697980148.0,3287019688.0,3162502660.0,6389927597.0,9552430257.0,6105126211.0,56.66710777884836,56.71257298578604,56.06088382108339,56.28821563720703,15094700,0.0,0.0,0.0
2018-09-05,2018.9.5,7401.43,6694.06,7369.89,113370.51,797851163.7,6705.03,direct,1198670483.0,1590289226.0,2788959709.0,1845009896.0,2435545959.0,4280555856.0,4516058770.0,8541062330.0,13057121100.0,7840652483.0,56.03057007230438,56.24274874021808,55.4622318769205,56.21243667602539,9598100,0.0,0.0,0.0
2018-09-06,2018.9.6,6727.19,6295.11,6705.06,127586.04,823309044.3,6515.42,direct,949031255.8,1689065234.0,2638096490.0,1642086254.0,2625880599.0,4267966853.0,3252245387.0,9197633050.0,12449878437.0,7300070337.0,56.00025848725418,56.18970455400305,55.022716089057774,55.17427062988281,14406400,0.0,0.0,0.0
2018-09-07,2018.9.7,6549.39,6345.48,6515.42,53170.79,344487244.0,6411.78,direct,767082982.1,980698614.0,1747781596.0,1409809812.0,1759290164.0,3169100040.0,2798034366.0,6313130982.0,9111165348.0,5656615363.0,54.96966532006492,55.26520068887431,54.39374772227259,55.166690826416016,10134400,0.0,0.0,0.0
2018-09-10,2018.9.10,6371.42,6247.64,6249.07,50695.88,320435279.6,6324.43,direct,693726789.9,782153452.3,1475880242.0,1303712182.0,1520090285.0,2823802530.0,2573910513.0,5270878117.0,7844788630.0,5013298819.0,55.44707774679959,55.67441535717762,55.12880971741883,55.14396286010742,8911700,0.0,0.0,0.0
2018-09-11,2018.9.11,6415.51,6199.19,6324.43,51401.22,324512939.9,6295.54,direct,737549518.9,842224895.9,1579774478.0,1319363180.0,1491259185.0,2810622365.0,2615085663.0,5109655111.0,7724740774.0,5108568186.0,55.09090675378712,55.98509230414087,54.93935223261573,55.66682434082031,14281600,0.0,0.0,0.0
2018-09-12,2018.9.12,6357.89,6208.28,6295.54,52814.83,332537236.2,6337.11,direct,798702158.2,783332575.2,1582034733.0,1444341564.0,1471461986.0,2915803550.0,2863194130.0,5174152850.0,8037346917.0,5392465910.0,56.12149019569764,56.50796171651559,55.93962362531497,55.954776763916016,12689400,0.0,0.0,0.0
2018-09-13,2018.9.13,6534.89,6337.08,6337.08,65684.53,425090869.8,6492.0,direct,876927674.4,971312330.5,1848239940.0,1521708051.0,1793587103.0,3315295154.0,3002375560.0,6406599753.0,9408975312.0,6284579042.0,55.86385501159941,56.08361313463239,55.49254235337434,55.97752380371094,11037400,0.0,0.0,0.0
2018-09-14,2018.9.14,6591.59,6393.84,6492.17,58029.07,377989402.0,6486.01,direct,792102025.5,855960620.6,1648062646.0,1455130247.0,1544350568.0,2999480815.0,2891685923.0,5848196921.0,8739882909.0,5844013834.0,55.98510572112064,56.48524616742812,55.962373115640446,56.273067474365234,9494300,0.0,0.0,0.0
2018-09-17,2018.9.17,6538.82,6216.83,6502.44,62738.57,399675966.3,6261.48,direct,872185029.8,929002075.0,1801187042.0,1463684128.0,1534017517.0,2997701646.0,2924688343.0,5836045996.0,8760734339.0,5737803437.0,56.41704690512534,56.742894432065945,56.22760080298397,56.3640022277832,14728900,0.0,0.0,0.0
2018-09-18,2018.9.18,6393.39,6238.25,6261.33,55076.95,348485895.4,6346.44,direct,821601491.2,813080062.8,1634681554.0,1438576431.0,1423625615.0,2862201982.0,2884511686.0,4786332162.0,7670843849.0,5482640839.0,56.76561021478198,57.12176388856913,56.72771869686888,56.73529815673828,10223500,0.0,0.0,0.0
2018-09-19,2018.9.19,6522.9,6131.02,6346.44,71293.01,452379323.1,6398.8,direct,730637699.7,1034429816.0,1765067516.0,1401331761.0,1603510677.0,3004842438.0,2796418485.0,5766864686.0,8563283171.0,5428963830.0,56.75046529628435,57.14451636663718,56.69742062697939,56.90959930419922,10911500,0.0,0.0,0.0
2018-09-20,2018.9.20,6551.93,6361.33,6398.83,46802.06,301619960.9,6505.9,direct,958562195.5,788226738.5,1746788934.0,1781312883.0,1309653675.0,3090966557.0,3546187243.0,4553880108.0,8100067351.0,5976317723.0,57.15208307326257,57.37184118540696,56.856547697276746,56.92475128173828,12512400,0.0,0.0,0.0
2018-09-21,2018.9.21,6785.22,6501.01,6505.97,85295.46,569642976.3,6762.06,direct,1771127478.0,1335822706.0,3106950184.0,2885421582.0,2099322370.0,4984743952.0,5760033335.0,7615723552.0,13375756887.0,10152253808.0,57.23224801884696,57.49166348587115,56.84311899712166,57.3009147644043,13710100,0.513,0.0,0.0
2018-09-24,2018.9.24,6717.6,6557.82,6702.73,48934.13,324660682.7,6583.53,direct,873064231.5,797521911.5,1670586143.0,1847740377.0,1438891313.0,3286631690.0,3686998204.0,15897576368.0,19584574572.0,6180690515.0,57.80448402154967,58.39198741906467,57.7587003780376,58.14019775390625,12784500,0.0,0.0,0.0
2018-09-25,2018.9.25,6583.54,6333.21,6583.53,65381.85,420279170.4,6437.74,direct,1010186148.0,988448217.6,1998634366.0,1848501956.0,1664117679.0,3512619634.0,3706749555.0,38576842814.0,42283592369.0,6897362962.0,58.5064332119663,58.7582228573965,58.430134907008295,58.51406478881836,13027600,0.0,0.0,0.0
2018-09-26,2018.9.26,6543.92,6383.16,6437.74,40752.6,264402806.7,6462.6,direct,951487628.6,761970720.3,1713458349.0,1708023173.0,1285380055.0,2993403228.0,3467452387.0,5166828020.0,8634280407.0,6240236863.0,58.1554632978305,58.46066237530058,57.85026422036042,57.9494514465332,12728600,0.0,0.0,0.0
2018-09-27,2018.9.27,6733.94,6434.76,6462.6,52542.0,345096700.1,6686.13,direct,948213450.6,895445108.6,1843658492.0,1715926464.0,1450946440.0,3166872905.0,3473796225.0,5534999859.0,9008796017.0,6615589323.0,58.17835220993282,58.25465052400328,57.79685481839228,57.9494514465332,10672100,0.0,0.0,0.0
2018-09-28,2018.9.28,6806.1,6545.41,6686.13,74353.41,497340510.1,6635.38,direct,909269477.9,1079360743.0,1988630220.0,1813649942.0,1749408515.0,3563058523.0,3661444885.0,6682643745.0,10344088630.0,6757547166.0,57.67477233662181,58.3996208666975,57.64425766822056,57.78922271728516,14833100,0.0,0.0,0.0
2018-10-01,2018.10.1,6662.6,6510.54,6623.82,38926.98,256959931.6,6594.98,direct,817238842.0,669011918.2,1486250694.0,1500674905.0,1147105101.0,2647780006.0,3060019411.0,4269023148.0,7329042559.0,5647426266.0,58.00286848740512,58.83453593751092,58.00286848740512,58.59037780761719,12712600,0.0,0.0,0.0
2018-10-02,2018.10.2,6618.95,6478.04,6594.98,40624.2,267166277.8,6525.47,direct,757295084.3,664428836.8,1421723921.0,1475675920.0,1216514791.0,2692190710.0,2975590111.0,4089052264.0,7064642375.0,5277135517.0,58.73535049872191,58.84979507781383,58.24702840277665,58.65142059326172,9468400,0.0,0.0,0.0
2018-10-03,2018.10.3,6537.07,6428.98,6525.46,47186.0,306385346.6,6492.26,direct,685280830.8,765142575.6,1450423471.0,1367213149.0,1298951255.0,2666164404.0,2766225062.0,4533440113.0,7299665176.0,5412088039.0,58.90318914905091,59.29994965721021,58.73533520303176,59.12445831298828,13244800,0.0,0.0,0.0
2018-10-04,2018.10.4,6622.32,6486.86,6492.61,42142.96,277614018.5,6579.79,direct,667726629.9,633231751.8,1300958382.0,1441810696.0,1165861870.0,2607672566.0,2930037994.0,4523173135.0,7453211130.0,4806307421.0,58.93372710054637,59.29233565108899,58.53697229599904,58.88031768798828,15192700,0.0,0.0,0.0
2018-10-05,2018.10.5,6683.55,6546.98,6580.0,39731.28,262562345.0,6632.87,direct,678517329.8,571768516.9,1250285847.0,1377067850.0,1129693040.0,2506760891.0,2817718724.0,3728815054.0,6546533778.0,4669923993.0,58.81926544053653,59.063429361152615,58.51407218214297,58.8726806640625,11983200,0.0,0.0,0.0
2018-10-08,2018.10.8,6698.31,6565.01,6601.46,47216.82,313507433.8,6650.07,direct,708942483.0,838576221.0,1547518704.0,1470714452.0,1545176416.0,3015890868.0,3034362834.0,4645057004.0,7679419905.0,5465138117.0,58.43777148726864,58.91846195780005,58.20887652999574,58.82690048217773,11578600,0.0,0.0,0.0
2018-10-09,2018.10.9,6657.0,6589.39,6650.07,32204.25,213976678.2,6631.79,direct,671639771.4,684929149.0,1356568920.0,1391086857.0,1201609322.0,2592696178.0,2859400776.0,3555824209.0,6415224985.0,4765970833.0,59.032902841119146,59.78826597450619,58.78111318959424,59.35335922241211,16816700,0.0,0.0,0.0
2018-10-10,2018.10.10,6633.22,6487.86,6631.79,49264.39,323664963.2,6581.07,direct,727552095.9,825263479.8,1552815576.0,1500399656.0,1431373906.0,2931773563.0,3054194956.0,4778807192.0,7833002214.0,61188544452.0,59.45256155807736,59.55175462121761,57.22461783415306,57.49166488647461,26405300,0.0,0.0,0.0
2018-10-11,2018.10.11,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47,direct,1044912101.0,1443875454.0,2488787617.0,1817744538.0,2344576961.0,4162321436.0,3942752156.0,7991912211.0,11934664366.0,8114941371.0,56.93467854957776,56.97282479986498,55.12637863572598,55.54602813720703,35592100,0.0,0.0,0.0
2018-10-12,2018.10.12,6296.56,6173.86,6209.47,46195.91,289840137.5,6250.85,direct,675167997.9,795261203.3,1470429264.0,1353554058.0,1656743411.0,3010297470.0,2751788005.0,5099122199.0,7850910204.0,6026966306.0,56.09537457323543,56.2632343589455,54.85169515731084,55.6986198425293,23579000,0.0,0.0,0.0
2018-10-15,2018.10.15,7234.83,6244.77,6277.73,177320.05,1190524168.0,6612.36,direct,1051322127.0,2402778482.0,3454100609.0,1956324564.0,3529519931.0,5485844495.0,3978804997.0,11019973369.0,14998778365.0,9767471974.0,55.69099200043433,55.919892781973374,55.21793892299704,55.23319625854492,11590400,0.0,0.0,0.0
2018-10-16,2018.10.16,6724.91,6545.54,6612.69,49191.34,324232509.8,6583.05,direct,697706068.4,1028505647.0,1726211716.0,1349109070.0,1716990640.0,3066099710.0,2747603390.0,5693448287.0,8441051678.0,5645999375.0,55.38579135484991,55.79018350045459,55.1568964008802,55.69099044799805,14571100,0.0,0.0,0.0
2018-10-17,2018.10.17,6589.2,6511.6,6583.05,33538.55,220418636.6,6574.52,direct,832159152.5,883751580.6,1715910733.0,1547877507.0,1604817913.0,3152695420.0,3156854330.0,4827522109.0,7984376505.0,5764987847.0,55.58416586691071,55.752025641771645,54.86695476685207,55.34000778198242,15804200,0.0,0.0,0.0
2018-10-18,2018.10.18,6616.27,6445.05,6576.4,50725.31,331761115.5,6488.72,direct,747296928.0,895539328.2,1642836321.0,1331670597.0,1545791933.0,2877462530.0,2726217020.0,4772526623.0,7498743643.0,5464297757.0,54.8288039922366,55.57653559816604,54.71435361384673,55.06533050537109,16586700,0.0,0.0,0.0
2018-10-19,2018.10.19,6503.09,6449.36,6489.37,36599.64,237855085.4,6469.28,direct,549079428.4,899345396.7,1448424825.0,1040463424.0,1452305358.0,2492768782.0,2185406561.0,4418729203.0,6604135764.0,4691560995.0,54.790664016023705,55.378173371512624,54.538880113432086,54.5770263671875,13568100,0.0,0.0,0.0
2018-10-22,2018.10.22,6531.23,6460.38,6509.87,31239.03,202766914.4,6483.23,direct,798549228.8,847055329.3,1645604558.0,1347464474.0,1502087500.0,2849551974.0,2816948264.0,4231281097.0,7048229361.0,5092953970.0,54.53888270335917,54.65332729124946,53.64617416948754,53.97426223754883,12294500,0.0,0.0,0.0
2018-10-23,2018.10.23,6496.2,6438.99,6484.32,34071.62,220913293.6,6470.22,direct,800685842.9,1034835017.0,1835520860.0,1335583136.0,1623146305.0,2958729441.0,2776134268.0,4581839384.0,7357973652.0,5218237800.0,53.180725996856886,53.195989150071966,51.81497066466181,52.56270217895508,26477700,0.0,0.0,0.0
